v_gene,d_gene,j_gene,cdr3_length,v_3p_del,d_5p_del,d_3p_del,j_5p_del,vd_insertion,dj_insertion,count
IGHV3-53*91,IGHD3-3*01,IGHJ6*03_F,59,1,4,10,3,2,3,1
IGHV1-8*91,IGHD3-22*01,IGHJ6*02_F,75,0,4,9,0,13,1,1
IGHV3-33*05,IGHD3-22*01,IGHJ4*02_F,76,0,14,3,8,35,7,3
IGHV3-72*01,IGHD2-2*02,IGHJ4*02_F,54,3,0,6,0,0,4,1
IGHV1-c*01,IGHD3-3*02,IGHJ4*02_F,-1,4,12,13,17,0,2,1
IGHV1-18*01,IGHD3-22*01,IGHJ4*02_F,75,0,0,8,0,12,12,1
IGHV1-69*13,IGHD5-12*01,IGHJ4*02_F,42,2,8,6,0,0,7,4
IGHV4-34*13,IGHD3-22*01,IGHJ5*02_F,69,1,1,5,5,14,5,1
IGHV3-49*05,IGHD2-15*01,IGHJ6*02_F,57,0,20,0,4,4,3,7
IGHV3-23*04,IGHD3-10*02,IGHJ4*02_F,57,5,9,4,8,1,24,1
IGHV3-23*03,IGHD3-10*01,IGHJ4*02_F,36,1,10,4,6,0,0,1
IGHV3-23*04,IGHD6-25*01,IGHJ6*02_F,55,1,0,3,5,3,0,1
IGHV3-53*02,IGHD3-10*01,IGHJ4*02_F,46,0,0,19,1,8,1,1
IGHV3-66*03,IGHD2-2*03,IGHJ5*02_F,73,1,5,2,4,12,11,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,72,1,6,2,0,8,14,1
IGHV1-69*13,IGHD3-10*01,IGHJ6*02_F,75,0,2,6,6,5,10,1
IGHV5-a*04,IGHD3-10*01,IGHJ4*02_F,61,5,0,6,7,11,11,1
IGHV3-23*04,IGHD5-5*01,IGHJ3*02_F,75,1,4,0,0,10,20,1
IGHV1-46*02,IGHD3-16*02,IGHJ4*02_F,39,1,17,10,6,8,0,1
IGHV1-18*01,IGHD1-26*01,IGHJ3*02_F,51,1,2,3,2,0,9,1
IGHV4-30-4*06,IGHD2-21*01,IGHJ4*02_F,39,1,8,9,5,0,6,1
IGHV4-b*02,IGHD6-19*01,IGHJ4*03_F,-1,0,6,0,16,2,17,1
IGHV1/OR15-3*02,IGHD3-9*01,IGHJ6*02_F,69,0,6,1,19,6,15,1
IGHV1-3*01,IGHD2-15*01,IGHJ6*03_F,66,0,9,4,2,3,4,1
IGHV4-30-4*06,IGHD2-2*03,IGHJ5*02_F,44,3,11,5,5,0,6,1
IGHV3-h*01,IGHD3-3*01,IGHJ4*02_F,65,0,5,1,6,10,8,1
IGHV3-h*01,IGHD5-24*01,IGHJ4*02_F,45,1,3,2,6,3,6,1
IGHV1-69*13,IGHD6-6*01,IGHJ4*02_F,51,1,0,0,3,5,4,1
IGHV4-59*09,IGHD3-22*01,IGHJ2*01_F,69,0,6,4,2,3,14,1
IGHV4-61*08,IGHD3-10*01,IGHJ2*01_F,45,1,8,14,4,6,2,1
IGHV3-71*01,IGHD2-2*03,IGHJ4*02_F,66,0,4,5,8,10,14,1
IGHV3-30*15,IGHD5-24*01,IGHJ4*02_F,57,1,5,2,0,8,9,1
IGHV3-h*02,IGHD3-3*02,IGHJ4*02_F,44,0,5,10,10,1,9,1
IGHV3-23*03,IGHD2/OR15-2b*01,IGHJ4*02_F,-1,1,9,13,16,15,11,1
IGHV3-49*05,IGHD3-16*02,IGHJ3*02_F,45,5,26,0,1,9,1,3
IGHV5-51*02,IGHD3-10*02,IGHJ4*02_F,45,0,12,5,5,4,5,1
IGHV4-30-4*06,IGHD4-17*01,IGHJ4*02_F,42,3,4,0,4,4,5,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ5*02_F,73,0,5,10,0,13,13,1
IGHV3-23*04,IGHD3-9*01,IGHJ6*02_F,54,1,7,14,3,3,2,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02_F,72,0,0,4,7,3,6,1
IGHV3-15*07,IGHD3-9*01,IGHJ6*03_F,75,2,0,9,3,14,1,1
IGHV3-h*01,IGHD3-3*02,IGHJ4*02_F,36,7,7,13,6,7,3,1
IGHV4-59*09,IGHD1-26*01,IGHJ4*02_F,69,0,5,0,3,16,13,1
IGHV3-NL1*01,IGHD3/OR15-3b*01,IGHJ6*02_F,75,0,0,18,2,15,6,1
IGHV3-23*04,IGHD6-19*01,IGHJ5*02_F,75,2,7,4,0,14,22,1
IGHV4-30-4*06,IGHD3/OR15-3b*01,IGHJ6*03_F,45,1,11,10,12,3,2,1
IGHV3-33*06,IGHD6-13*01,IGHJ4*02_F,-1,21,3,4,5,28,4,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,44,1,1,4,4,5,0,1
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,45,0,8,5,0,6,4,1
IGHV1-f*01,IGHD5-24*01,IGHJ3*02_F,24,0,3,13,14,0,6,1
IGHV3-30*15,IGHD2-15*01,IGHJ3*01_F,57,0,4,1,1,0,2,1
IGHV4-34*11,IGHD2-21*01,IGHJ6*03_F,42,1,14,5,14,5,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*03_F,75,3,1,12,6,11,12,1
IGHV3-33*05,IGHD3-10*01,IGHJ4*02_F,57,2,1,11,2,3,11,1
IGHV1-2*04,IGHD2-2*03,IGHJ4*02_F,41,0,10,5,3,0,2,1
IGHV4-61*03,IGHD2-21*01,IGHJ4*02_F,-1,1,10,9,16,12,12,1
IGHV3-73*02,IGHD2-2*03,IGHJ6*03_F,54,1,18,6,10,0,15,1
IGHV3-13*04,IGHD3-3*01,IGHJ3*02_F,70,5,3,6,0,11,12,3
IGHV3-53*04,IGHD2-2*02,IGHJ6*03_F,76,0,3,2,19,10,16,2
IGHV3-9*02,IGHD2-2*03,IGHJ6*03_F,75,3,8,4,9,11,12,1
IGHV3-23*04,IGHD5-24*01,IGHJ4*02_F,-1,0,4,4,15,6,7,1
IGHV1-69*10,IGHD1-20*01,IGHJ4*02_F,42,1,7,1,5,7,4,1
IGHV3-64*04,IGHD3-3*01,IGHJ4*02_F,69,0,5,4,4,14,9,2
IGHV3-h*01,IGHD3-16*02,IGHJ5*02_F,63,0,6,4,5,8,2,1
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,73,1,5,0,3,22,1,1
IGHV3-h*02,IGHD2-15*01,IGHJ6*02_F,72,1,1,9,11,5,15,1
IGHV4/OR15-8*02,IGHD3-9*01,IGHJ5*02_F,44,1,11,10,6,9,1,1
IGHV3-66*03,IGHD6-19*01,IGHJ6*02_F,75,0,6,5,4,13,13,1
IGHV3-23*04,IGHD2-15*01,IGHJ5*01_F,45,1,13,4,4,5,0,2
IGHV3-23*04,IGHD6-19*01,IGHJ5*01_F,44,2,0,0,16,6,4,1
IGHV4-34*13,IGHD6-13*01,IGHJ4*02_F,42,3,3,0,6,4,1,1
IGHV4/OR15-8*03,IGHD3-16*02,IGHJ6*03_F,69,2,4,11,4,6,4,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02_F,75,3,0,0,4,3,5,3
IGHV5-78*01,IGHD2-21*02,IGHJ6*02_F,-1,74,0,14,37,14,8,1
IGHV4-30-4*06,IGHD4-17*01,IGHJ4*02_F,39,1,0,0,4,0,0,1
IGHV4-34*09,IGHD2-2*03,IGHJ5*02_F,69,0,5,0,1,8,5,1
IGHV3-9*02,IGHD3-22*01,IGHJ6*03_F,72,0,0,8,6,10,0,1
IGHV3-48*02,IGHD3-3*01,IGHJ6*03_F,75,1,6,2,7,6,11,1
IGHV4/OR15-8*03,IGHD2-2*03,IGHJ6*03_F,69,1,6,3,8,10,3,1
IGHV3-30*05,IGHD7-27*01,IGHJ2*01_F,70,1,3,0,8,6,32,1
IGHV3-48*03,IGHD3-3*01,IGHJ4*02_F,75,0,0,4,0,11,9,1
IGHV3-49*05,IGHD2-15*01,IGHJ4*02_F,39,6,20,1,3,1,9,1
IGHV3-23*04,IGHD5-12*01,IGHJ5*02_F,44,5,2,9,8,6,8,1
IGHV3-9*02,IGHD6-19*01,IGHJ4*02_F,-1,3,0,3,23,5,17,1
IGHV3-23*04,IGHD6-6*01,IGHJ4*02_F,36,1,6,1,6,2,2,1
IGHV3-48*03,IGHD2-8*01,IGHJ4*02_F,75,0,0,5,8,20,9,1
IGHV3-71*01,IGHD3-3*02,IGHJ6*03_F,75,0,9,0,0,9,1,1
IGHV3-64*04,IGHD3-9*01,IGHJ6*03_F,75,2,2,10,0,13,2,1
IGHV4-61*07,IGHD2-15*01,IGHJ6*02_F,69,1,7,0,6,5,4,3
IGHV1-NL1*91,IGHD6-19*01,IGHJ2*01_F,54,0,7,4,0,9,2,1
IGHV3-53*04,IGHD3-22*01,IGHJ3*02_F,73,2,2,3,4,3,20,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,73,4,1,3,3,9,16,1
IGHV1-f*01,IGHD3-10*02,IGHJ4*02_F,-1,1,11,12,15,1,6,1
IGHV4-34*13,IGHD4-17*01,IGHJ4*02_F,44,0,3,4,13,3,17,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,75,0,0,0,4,9,9,2
IGHV3-64*04,IGHD7-27*01,IGHJ6*02_F,-1,1,0,9,31,7,24,2
IGHV3-h*01,IGHD3-10*01,IGHJ3*01_F,75,0,10,9,1,16,18,3
IGHV1-2*05,IGHD3-9*01,IGHJ4*02_F,24,6,6,12,12,0,1,1
IGHV1-3*02,IGHD2-21*02,IGHJ4*02_F,42,0,1,14,0,1,0,1
IGHV3-h*02,IGHD2-8*01,IGHJ5*02_F,72,0,6,14,2,14,18,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,-1,0,6,14,31,3,10,1
IGHV3-66*03,IGHD5-12*01,IGHJ6*03_F,75,0,9,1,1,14,6,1
IGHV4-61*02,IGHD2-8*02,IGHJ4*03_F,-1,0,10,5,16,6,10,1
IGHV1/OR15-2*03,IGHD1-26*01,IGHJ5*02_F,48,0,5,5,11,7,11,1
IGHV3-71*01,IGHD3-3*01,IGHJ4*02_F,75,2,7,0,2,18,9,1
IGHV3-71*03,IGHD7-27*01,IGHJ4*02_F,-1,92,4,3,0,3,33,2
IGHV3-71*01,IGHD3-10*01,IGHJ6*02_F,72,0,0,0,7,5,0,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,36,0,7,2,12,2,6,1
IGHV3-43*02,IGHD3-10*01,IGHJ6*02_F,72,0,8,10,3,2,15,1
IGHV3-h*01,IGHD3-16*02,IGHJ4*02_F,45,2,17,15,0,14,0,1
IGHV3-64*04,IGHD1-26*01,IGHJ6*03_F,57,0,5,0,10,6,3,1
IGHV3-66*03,IGHD2-8*02,IGHJ4*02_F,75,0,4,9,3,22,10,1
IGHV4-61*02,IGHD2-2*03,IGHJ5*02_F,69,1,2,1,8,14,5,1
IGHV3-23*04,IGHD5-12*01,IGHJ4*02_F,75,0,9,0,1,30,4,2
IGHV3-7*03,IGHD3-10*01,IGHJ4*02_F,57,1,9,7,0,11,4,1
IGHV5-51*02,IGHD5-12*01,IGHJ4*02_F,-1,0,8,3,16,0,0,5
IGHV3-23*04,IGHD3-22*01,IGHJ6*04_F,57,1,0,10,7,1,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,69,0,2,5,3,0,5,1
IGHV1-8*91,IGHD5/OR15-5b*01,IGHJ6*02_F,42,0,15,2,13,6,0,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ4*02_F,-1,29,1,0,0,11,5,2
IGHV3-h*02,IGHD5-12*01,IGHJ4*03_F,-1,0,0,7,16,5,11,1
IGHV3-d*01,IGHD2-21*02,IGHJ4*01_F,44,1,5,5,1,2,0,1
IGHV3-h*01,IGHD2-15*01,IGHJ4*02_F,75,0,0,4,3,4,19,1
IGHV4-61*08,IGHD1-26*01,IGHJ4*02_F,42,0,5,3,6,1,7,4
IGHV1-3*01,IGHD3-10*01,IGHJ6*02_F,75,4,2,8,0,15,0,1
IGHV3-71*01,IGHD3-10*02,IGHJ6*03_F,73,2,11,0,3,2,14,1
IGHV3-11*04,IGHD4-4*01,IGHJ4*02_F,36,0,3,4,3,1,1,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,57,0,0,4,5,1,1,1
IGHV3-h*01,IGHD3-22*01,IGHJ6*03_F,73,0,12,0,9,20,0,1
IGHV3-53*01,IGHD6-25*01,IGHJ6*02_F,57,1,5,3,11,11,5,1
IGHV4-61*02,IGHD1-26*01,IGHJ2*01_F,-1,1,9,0,21,0,22,1
IGHV3-9*91,IGHD2-2*02,IGHJ5*02_F,71,3,0,0,3,11,2,1
IGHV3-74*03,IGHD1-26*01,IGHJ4*03_F,-1,1,0,6,16,8,11,1
IGHV3-71*01,IGHD1-1*01,IGHJ3*02_F,72,0,0,0,1,4,22,2
IGHV3-33*06,IGHD3-22*01,IGHJ6*02_F,73,1,0,10,18,1,27,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,75,0,10,3,2,22,9,1
IGHV3-64*04,IGHD3-16*01,IGHJ6*03_F,57,0,24,1,4,0,6,1
IGHV1-18*01,IGHD2-15*01,IGHJ5*02_F,75,0,4,1,0,13,5,6
IGHV4-61*07,IGHD5/OR15-5b*01,IGHJ6*02_F,-1,1,19,0,31,4,25,1
IGHV3-53*01,IGHD3-16*02,IGHJ1*01_F,75,1,9,6,2,13,11,1
IGHV3-9*02,IGHD3-9*01,IGHJ4*02_F,-1,4,5,5,17,6,7,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,72,1,1,4,6,2,23,1
IGHV3-73*02,IGHD2-2*03,IGHJ4*02_F,75,0,4,10,14,13,31,1
IGHV3-h*02,IGHD2-15*01,IGHJ4*02_F,72,3,7,0,1,21,3,1
IGHV4-61*08,IGHD3-9*01,IGHJ6*03_F,81,1,6,3,3,7,13,1
IGHV3-7*03,IGHD3-3*01,IGHJ4*02_F,59,0,7,10,5,11,11,1
IGHV3-11*01,IGHD6-25*01,IGHJ4*02_F,36,0,0,4,12,6,0,1
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,44,1,6,8,4,3,1,1
IGHV3-h*01,IGHD5-24*01,IGHJ3*02_F,75,1,5,0,1,11,21,1
IGHV1-8*91,IGHD3-9*01,IGHJ6*02_F,72,0,6,0,6,6,4,1
IGHV6-1*02,IGHD3/OR15-3b*01,IGHJ4*02_F,70,6,14,2,7,23,17,1
IGHV1-18*01,IGHD6-19*01,IGHJ4*02_F,51,3,0,1,0,0,6,1
IGHV1-69*13,IGHD6-13*01,IGHJ4*02_F,51,1,10,1,5,11,8,1
IGHV4-59*09,IGHD1-26*01,IGHJ3*02_F,48,0,3,3,0,1,3,2
IGHV1-18*01,IGHD5-24*01,IGHJ4*02_F,51,1,3,2,0,3,6,1
IGHV1-18*01,IGHD4-17*01,IGHJ4*02_F,48,1,4,0,4,7,6,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ6*02_F,73,2,0,4,0,9,8,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,56,0,0,3,8,5,3,1
IGHV3-h*01,IGHD4-17*01,IGHJ4*02_F,36,0,4,4,1,1,0,1
IGHV4-30-4*06,IGHD5-5*01,IGHJ4*02_F,39,0,7,4,5,2,5,4
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,57,2,2,3,2,7,0,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ1*01_F,72,0,17,3,0,11,12,1
IGHV3-9*02,IGHD1/OR15-1b*01,IGHJ4*02_F,44,3,3,4,0,4,3,1
IGHV5-a*02,IGHD3-16*02,IGHJ6*02_F,-1,2,15,15,37,2,8,1
IGHV5-51*02,IGHD3-16*02,IGHJ4*02_F,36,1,17,8,4,0,1,1
IGHV1-2*04,IGHD5-5*01,IGHJ4*02_F,42,0,2,3,0,0,1,1
IGHV3-66*03,IGHD3-22*01,IGHJ5*02_F,61,2,11,3,0,13,2,1
IGHV3-h*01,IGHD4-17*01,IGHJ4*02_F,45,2,0,0,8,5,6,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,57,1,0,0,6,1,4,1
IGHV4-59*08,IGHD7-27*01,IGHJ4*02_F,-1,0,6,3,24,0,0,1
IGHV3-13*04,IGHD1-1*01,IGHJ4*02_F,56,0,0,0,11,9,13,1
IGHV7-4-1*92,IGHD3-22*01,IGHJ4*02_F,-1,0,5,13,11,4,3,1
IGHV5-78*01,IGHD7-27*01,IGHJ6*03_F,-1,46,2,3,12,2,29,1
IGHV3-23*02,IGHD1-26*01,IGHJ4*02_F,36,0,6,4,9,4,3,1
IGHV7-4-1*92,IGHD5-24*01,IGHJ4*02_F,-1,0,3,13,16,1,20,2
IGHV1-8*91,IGHD1-20*01,IGHJ4*02_F,42,0,7,1,5,6,4,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,36,0,8,6,4,6,0,1
IGHV4/OR15-8*03,IGHD2-15*01,IGHJ6*03_F,69,1,3,0,5,1,3,1
IGHV3-30*15,IGHD5-24*01,IGHJ4*03_F,-1,2,5,0,16,18,22,1
IGHV3-h*01,IGHD2-15*01,IGHJ6*02_F,75,3,1,6,1,10,2,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,36,0,13,14,5,3,0,1
IGHV3-23*04,IGHD2-21*02,IGHJ6*02_F,57,3,4,9,6,4,4,1
IGHV4/OR15-8*03,IGHD3-9*01,IGHJ6*02_F,69,0,0,2,17,6,8,2
IGHV3/OR16-9*01,IGHD3-22*01,IGHJ6*03_F,-1,8,6,0,33,13,33,1
IGHV4-61*06,IGHD7-27*01,IGHJ4*02_F,16,2,0,9,12,0,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,51,0,3,4,8,6,1,1
IGHV3-64*04,IGHD3-16*01,IGHJ4*02_F,44,0,11,8,5,0,3,1
IGHV4-4*07,IGHD3-10*02,IGHJ6*02_F,-1,0,9,7,31,0,18,1
IGHV3-h*02,IGHD4-17*01,IGHJ6*02_F,90,0,0,0,0,30,1,1
IGHV3-h*02,IGHD2-21*02,IGHJ6*02_F,75,1,2,0,6,9,4,1
IGHV3-h*02,IGHD3-3*01,IGHJ1*01_F,75,0,0,5,0,9,8,2
IGHV1-2*03,IGHD3-16*02,IGHJ3*02_F,51,1,18,6,3,0,12,1
IGHV3-53*01,IGHD1-26*01,IGHJ4*02_F,36,1,6,6,8,2,7,1
IGHV3-7*03,IGHD2-2*03,IGHJ6*03_F,-1,14,1,6,7,26,1,1
IGHV1-69*13,IGHD5-24*01,IGHJ4*03_F,42,0,0,6,4,4,0,1
IGHV3-48*03,IGHD3-9*01,IGHJ4*02_F,-1,131,1,4,6,24,3,6
IGHV4-34*13,IGHD4-17*01,IGHJ6*02_F,69,0,0,4,3,0,17,1
IGHV3-49*05,IGHD5-12*01,IGHJ1*01_F,89,5,3,8,4,25,29,1
IGHV1-18*01,IGHD2/OR15-2b*01,IGHJ2*01_F,42,2,28,0,3,6,5,1
IGHV7-4-1*05,IGHD6-13*01,IGHJ5*02_F,-1,24,4,0,0,13,0,1
IGHV1-3*01,IGHD4-4*01,IGHJ4*02_F,90,3,0,5,4,38,20,1
IGHV3-NL1*01,IGHD1-20*01,IGHJ3*02_F,57,1,1,1,4,16,1,1
IGHV3-53*01,IGHD1-1*01,IGHJ4*02_F,36,0,2,4,4,1,0,1
IGHV4-61*08,IGHD3-10*01,IGHJ4*03_F,-1,1,7,8,16,2,15,1
IGHV3-h*02,IGHD2-21*02,IGHJ4*02_F,39,0,8,5,8,4,0,1
IGHV3-43*91,IGHD2-8*02,IGHJ4*02_F,64,1,15,0,8,27,0,1
IGHV5-a*02,IGHD3-9*01,IGHJ4*02_F,45,0,14,6,0,6,0,1
IGHV3-33*06,IGHD2-2*03,IGHJ5*02_F,75,0,4,5,4,8,18,1
IGHV4-61*08,IGHD2-2*01,IGHJ4*02_F,71,0,0,2,7,9,12,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,72,0,4,1,9,7,5,1
IGHV3-74*03,IGHD3-9*01,IGHJ5*02_F,36,0,11,16,0,0,1,1
IGHV3-43*02,IGHD6-19*01,IGHJ6*02_F,66,0,2,0,5,7,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,66,0,10,5,4,19,7,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ6*03_F,57,1,2,7,14,5,2,3
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,45,1,5,14,0,5,1,1
IGHV4-59*06,IGHD6-13*01,IGHJ5*02_F,-1,1,0,3,26,15,37,1
IGHV5-51*02,IGHD3-3*02,IGHJ6*02_F,51,1,1,20,6,4,1,1
IGHV3-64*04,IGHD5-5*01,IGHJ2*01_F,75,1,2,2,0,11,16,1
IGHV3-23*04,IGHD3/OR15-3b*01,IGHJ6*03_F,75,1,3,10,4,16,3,1
IGHV7-4-1*91,IGHD7-27*01,IGHJ5*01_F,37,0,0,7,1,0,3,1
IGHV3-23*04,IGHD3-10*02,IGHJ6*02_F,75,5,11,0,0,14,4,1
IGHV7-81*01,IGHD6-19*01,IGHJ4*02_F,42,2,2,3,8,8,0,1
IGHV3-53*01,IGHD1-26*01,IGHJ4*02_F,45,0,6,2,4,2,7,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,36,0,2,19,2,0,0,1
IGHV3-23*02,IGHD6-19*01,IGHJ4*02_F,54,0,8,4,0,17,0,1
IGHV4-61*08,IGHD3-9*01,IGHJ4*02_F,69,1,1,9,0,8,13,13
IGHV3-64*04,IGHD3-3*01,IGHJ6*03_F,69,0,7,0,6,4,4,1
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,44,0,12,6,7,0,10,2
IGHV4-61*08,IGHD3-16*02,IGHJ4*02_F,75,3,1,7,3,7,17,1
IGHV1-69*13,IGHD3-16*02,IGHJ2*01_F,51,0,4,23,0,3,5,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,69,0,6,0,13,4,25,1
IGHV3-66*03,IGHD3-10*01,IGHJ6*02_F,75,0,2,11,0,11,3,1
IGHV2-26*01,IGHD2/OR15-2b*01,IGHJ2*01_F,-1,2,28,0,26,1,3,4
IGHV3-33*06,IGHD3-10*01,IGHJ3*02_F,57,2,9,10,1,11,7,1
IGHV3-33*06,IGHD3-10*01,IGHJ6*02_F,75,1,5,4,0,6,5,1
IGHV3-20*91,IGHD5-12*01,IGHJ6*02_F,57,2,3,7,4,7,0,1
IGHV4-4*91,IGHD2-2*03,IGHJ4*02_F,-1,1,4,6,23,22,23,1
IGHV3-66*03,IGHD2-21*02,IGHJ5*02_F,73,0,1,2,0,4,13,1
IGHV4-61*06,IGHD2-2*02,IGHJ6*03_F,69,1,5,0,1,2,0,2
IGHV3-NL1*01,IGHD1-26*01,IGHJ5*02_F,57,2,3,0,2,7,6,1
IGHV1-NL1*91,IGHD2-2*03,IGHJ4*02_F,49,2,1,9,3,4,1,1
IGHV4-30-2*91,IGHD3-22*01,IGHJ3*02_F,69,1,1,5,1,11,5,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ6*02_F,57,0,6,4,5,8,1,1
IGHV3-7*03,IGHD6-13*01,IGHJ2*01_F,57,0,6,0,8,7,10,1
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,36,0,17,13,4,5,0,1
IGHV3-h*01,IGHD6-6*01,IGHJ6*02_F,24,2,8,8,19,0,0,3
IGHV7-4-1*92,IGHD2/OR15-2b*01,IGHJ5*02_F,-1,0,10,15,18,2,16,1
IGHV1-24*01,IGHD1-26*01,IGHJ4*02_F,42,3,6,0,12,4,11,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,45,1,10,10,0,0,7,1
IGHV3-15*07,IGHD3/OR15-3b*01,IGHJ4*02_F,42,3,4,10,5,0,5,1
IGHV3-h*02,IGHD5/OR15-5b*01,IGHJ6*03_F,75,2,0,9,2,10,12,1
IGHV3-9*02,IGHD3-16*02,IGHJ6*03_F,73,1,12,15,2,15,6,4
IGHV7-4-1*91,IGHD6-13*01,IGHJ5*02_F,57,5,1,0,0,5,6,1
IGHV3-7*03,IGHD3-10*01,IGHJ4*02_F,36,0,10,10,5,2,0,1
IGHV3-h*01,IGHD2-15*01,IGHJ6*02_F,75,0,1,0,2,0,4,1
IGHV1-58*02,IGHD3-22*01,IGHJ4*02_F,56,1,10,11,11,15,15,1
IGHV3-7*03,IGHD1/OR15-1b*01,IGHJ4*02_F,36,0,1,3,12,0,7,1
IGHV1-18*03,IGHD3-10*01,IGHJ6*02_F,75,1,0,10,1,9,4,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,75,0,2,4,12,8,11,1
IGHV3-11*04,IGHD1-26*01,IGHJ4*02_F,36,2,2,6,4,0,2,1
IGHV3-7*03,IGHD3-22*01,IGHJ4*02_F,57,0,12,5,6,9,12,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,71,0,2,8,0,14,3,1
IGHV3-66*03,IGHD2-15*01,IGHJ6*04_F,56,0,2,1,17,2,0,3
IGHV1-69*13,IGHD6-6*01,IGHJ4*02_F,42,0,3,7,2,3,5,1
IGHV4-61*08,IGHD2-8*02,IGHJ6*03_F,42,0,15,10,7,0,0,1
IGHV3-72*01,IGHD3-22*01,IGHJ6*03_F,75,1,0,4,3,4,5,1
IGHV3-h*02,IGHD2-2*02,IGHJ4*02_F,69,1,0,7,11,18,11,1
IGHV4-61*08,IGHD3-10*02,IGHJ4*03_F,-1,1,11,5,16,5,14,1
IGHV3-30*15,IGHD3-3*01,IGHJ6*03_F,72,2,7,1,0,6,2,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ6*02_F,57,0,15,4,7,8,4,1
IGHV3-h*02,IGHD4-17*01,IGHJ6*03_F,75,0,1,0,6,16,7,1
IGHV3-h*02,IGHD3-22*01,IGHJ4*02_F,72,0,4,4,4,16,9,1
IGHV3-9*02,IGHD3-16*02,IGHJ6*02_F,-1,4,12,15,31,19,34,1
IGHV1-69*13,IGHD1/OR15-1b*01,IGHJ5*02_F,51,0,5,1,0,4,5,1
IGHV3/OR16-9*01,IGHD1-1*01,IGHJ4*02_F,-1,7,3,4,4,7,5,1
IGHV3-h*01,IGHD2-2*03,IGHJ6*02_F,75,2,10,2,7,20,2,1
IGHV4-59*10,IGHD3-3*01,IGHJ3*02_F,69,1,3,5,1,15,3,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ6*02_F,57,0,6,4,4,0,9,1
IGHV4/OR15-8*03,IGHD4-23*01,IGHJ4*02_F,69,0,0,2,1,5,20,1
IGHV4-61*02,IGHD2-2*03,IGHJ5*02_F,69,1,4,2,0,4,10,1
IGHV3-h*02,IGHD3-22*01,IGHJ4*02_F,45,3,10,11,6,13,3,1
IGHV3-64*04,IGHD4-23*01,IGHJ4*02_F,36,0,4,5,2,0,0,1
IGHV4-34*13,IGHD6-25*01,IGHJ4*02_F,-1,0,0,0,19,4,13,1
IGHV3-23*02,IGHD4/OR15-4b*01,IGHJ3*01_F,36,3,2,7,8,7,0,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02_F,69,0,6,7,4,7,5,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,75,1,2,0,3,12,10,1
IGHV1-18*01,IGHD6-6*01,IGHJ4*02_F,24,1,10,7,4,0,0,3
IGHV3-73*02,IGHD2-8*01,IGHJ4*02_F,51,3,1,3,8,1,6,5
IGHV4-34*13,IGHD2-2*03,IGHJ4*03_F,-1,0,11,12,16,3,21,1
IGHV1-3*91,IGHD6-6*01,IGHJ5*02_F,25,6,16,0,14,2,10,1
IGHV3/OR16-9*01,IGHD2-2*03,IGHJ6*02_F,-1,14,2,14,37,21,35,1
